username,acctdesc,location,following,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,followers
newsmerahputih,"Official Twitter https://t.co/vTTj2EEZOB Portal Berita Terkini, Portal Media Sosial, Portal Video Sosial.

#BeraniMenginspirasi",Jakarta,201,8655,131299,2014-08-07 16:00:21,2022-03-27 01:03:00,0,"Vaksinasi Covid-19 dosis lengkap Indonesia capai 75,65 persen.

#merahputihcom #covid19 #vaksin 

https://t.co/iYOGYWg4Kr","[{'text': 'merahputihcom', 'indices': [64, 78]}, {'text': 'covid19', 'indices': [79, 87]}, {'text': 'vaksin', 'indices': [88, 95]}]"
BinjaiRes,"Akun resmi Polres Binjai
Kapolres Binjai AKBP FERIO SANO GINTING,S.I.K,.M.H
Call center : 110
SPKT : 061-8821415
YouTube : Polres Binjai
IG : polres_binjai","Kota Binjai, Sumatera Utara",25,28,4475,2019-11-26 03:41:30,2022-03-27 00:50:08,0,""" 𝙉𝙂𝘼𝙈𝙀𝙉 𝙑𝘼𝙆𝙎𝙄𝙉 𝙎𝘼𝙏 𝙇𝘼𝙉𝙏𝘼𝙎 𝙋𝙊𝙇𝙍𝙀𝙎 𝘽𝙄𝙉𝙅𝘼𝙄 ""

@punyabinjaicom 
@satlantasresbinjai 
@poldasumaterautara 
@divisihumaspolri 
#vaksìncovid19 
#vaksin https://t.co/QjjNtRe6jf","[{'text': 'vaksìncovid19', 'indices': [122, 136]}, {'text': 'vaksin', 'indices': [138, 145]}]"
TabananHumas,,,4,8,4029,2021-05-09 22:52:02,2022-03-27 00:43:57,2,Personil Polsek Kediri pengamanan vaksinasi Booster di Balai Banjar Malmundeh Kediri Tabanan. #vaksinbooster #vaksìnasicovid19 #vaksinserentak #vaksìncovid19 #bersatulawancovid19 #polrestabanan https://t.co/gACzbLPRvt,"[{'text': 'vaksinbooster', 'indices': [114, 128]}]"
TabananHumas,,,4,8,4029,2021-05-09 22:52:02,2022-03-27 00:43:42,2,"Ayo sukseskan vaksinasi Covid-19, dengan tetap menjaga Prokes. #ayovaksìncovid19 #ayokitavaksin #vaksìnasicovid19 #vaksìncovid19 #vaksinserentak #vaksinbooster #bersatulawancovid19 #polrestabanan https://t.co/uQLUmLVUAC","[{'text': 'ayovaksìncovid19', 'indices': [83, 100]}, {'text': 'ayokitavaksin', 'indices': [101, 115]}, {'text': 'vaksìnasicovid19', 'indices': [116, 133]}]"
TabananHumas,,,4,8,4029,2021-05-09 22:52:02,2022-03-27 00:39:41,1,"Ayo sukseskan vaksinasi Covid-19, dengan tetap menjaga Prokes. #ayovaksìncovid19 #ayokitavaksin #vaksìnasicovid19 #vaksìncovid19 #vaksinserentak #vaksinbooster #bersatulawancovid19 #polrestabanan https://t.co/BmKypCnSgG","[{'text': 'ayovaksìncovid19', 'indices': [81, 98]}, {'text': 'ayokitavaksin', 'indices': [99, 113]}, {'text': 'vaksìnasicovid19', 'indices': [114, 131]}]"
TabananHumas,,,4,8,4029,2021-05-09 22:52:02,2022-03-27 00:38:58,1,Personil Polsek Kediri pengamanan vaksinasi Booster di Balai Banjar Malmundeh Kediri Tabanan. #vaksinbooster #vaksìnasicovid19 #vaksinserentak #vaksìncovid19 #bersatulawancovid19 #polrestabanan https://t.co/R0bt8cd12g,"[{'text': 'vaksinbooster', 'indices': [112, 126]}]"
TabananHumas,,,4,8,4029,2021-05-09 22:52:02,2022-03-27 00:36:47,1,Personil Polsek Kediri pengamanan vaksinasi Booster di Balai Banjar Malmundeh Kediri Tabanan. #vaksinbooster #vaksìnasicovid19 #vaksinserentak #vaksìncovid19 #bersatulawancovid19 #polrestabanan https://t.co/R0bt8cd12g,"[{'text': 'vaksinbooster', 'indices': [94, 108]}, {'text': 'vaksìnasicovid19', 'indices': [109, 126]}, {'text': 'vaksinserentak', 'indices': [127, 142]}, {'text': 'vaksìncovid19', 'indices': [143, 157]}, {'text': 'bersatulawancovid19', 'indices': [158, 178]}, {'text': 'polrestabanan', 'indices': [179, 193]}]"
Zaindamai,#1Nusa1Bangsa #IndonesiaMaju,"Jakarta Capital Region, Indonesia",3883,3046,20451,2014-10-16 05:40:28,2022-03-27 00:31:40,1,#bubarkanIDI save Dokter Terawan penemu #Vaksin Nusantara https://t.co/6GSSm9Rpmu,"[{'text': 'bubarkanIDI', 'indices': [0, 12]}, {'text': 'Vaksin', 'indices': [40, 47]}]"
TabananHumas,,,4,8,4029,2021-05-09 22:52:02,2022-03-27 00:31:12,1,"Ayo sukseskan vaksinasi Covid-19, dengan tetap menjaga Prokes. #ayovaksìncovid19 #ayokitavaksin #vaksìnasicovid19 #vaksìncovid19 #vaksinserentak #vaksinbooster #bersatulawancovid19 #polrestabanan https://t.co/BmKypCnSgG","[{'text': 'ayovaksìncovid19', 'indices': [63, 80]}, {'text': 'ayokitavaksin', 'indices': [81, 95]}, {'text': 'vaksìnasicovid19', 'indices': [96, 113]}, {'text': 'vaksìncovid19', 'indices': [114, 128]}, {'text': 'vaksinserentak', 'indices': [129, 144]}, {'text': 'vaksinbooster', 'indices': [145, 159]}, {'text': 'bersatulawancovid19', 'indices': [160, 180]}, {'text': 'polrestabanan', 'indices': [181, 195]}]"
_rakyatmerdeka,official akun Rakyat Merdeka Digital,,4,30,3035,2021-12-23 13:39:54,2022-03-27 00:30:00,4,"Jaga Selalu Kesehatan Jiwa, Kalau Mau Menangis, Menangis Saja

#Booster #Vaksin #vaksinasi #Omicron #OmicronVirus #OmicronVariant #Corona #coronavirus #COVID19 #COVID #RakyatMerdeka #RMid

https://t.co/TZjuCQLX6s","[{'text': 'Booster', 'indices': [63, 71]}, {'text': 'Vaksin', 'indices': [72, 79]}, {'text': 'vaksinasi', 'indices': [80, 90]}, {'text': 'Omicron', 'indices': [91, 99]}, {'text': 'OmicronVirus', 'indices': [100, 113]}, {'text': 'OmicronVariant', 'indices': [114, 129]}, {'text': 'Corona', 'indices': [130, 137]}, {'text': 'coronavirus', 'indices': [138, 150]}, {'text': 'COVID19', 'indices': [151, 159]}, {'text': 'COVID', 'indices': [160, 166]}, {'text': 'RakyatMerdeka', 'indices': [167, 181]}, {'text': 'RMid', 'indices': [182, 187]}]"
PolsekPenebel,Polsek penebel,,7,9,446,2021-11-27 00:38:21,2022-03-27 00:18:20,0,Personil Polsek Kediri pengamanan vaksinasi Booster di Balai Banjar Malmundeh Kediri Tabanan. #vaksinbooster #vaksìnasicovid19 #vaksinserentak #vaksìncovid19 #bersatulawancovid19 #polrestabanan https://t.co/E1WWYEwnKB,"[{'text': 'vaksinbooster', 'indices': [94, 108]}, {'text': 'vaksìnasicovid19', 'indices': [109, 126]}, {'text': 'vaksinserentak', 'indices': [127, 142]}, {'text': 'vaksìncovid19', 'indices': [143, 157]}, {'text': 'bersatulawancovid19', 'indices': [158, 178]}, {'text': 'polrestabanan', 'indices': [179, 193]}]"
PolsekPenebel,Polsek penebel,,7,9,446,2021-11-27 00:38:21,2022-03-27 00:18:07,0,"Ayo sukseskan vaksinasi Covid-19, dengan tetap menjaga Prokes. #ayovaksìncovid19 #ayokitavaksin #vaksìnasicovid19 #vaksìncovid19 #vaksinserentak #vaksinbooster #bersatulawancovid19 #polrestabanan https://t.co/T80glmkbaK","[{'text': 'ayovaksìncovid19', 'indices': [63, 80]}, {'text': 'ayokitavaksin', 'indices': [81, 95]}, {'text': 'vaksìnasicovid19', 'indices': [96, 113]}, {'text': 'vaksìncovid19', 'indices': [114, 128]}, {'text': 'vaksinserentak', 'indices': [129, 144]}, {'text': 'vaksinbooster', 'indices': [145, 159]}, {'text': 'bersatulawancovid19', 'indices': [160, 180]}, {'text': 'polrestabanan', 'indices': [181, 195]}]"
SelbarHumas,humas selbar,,50,35,872,2020-12-25 05:41:43,2022-03-27 00:17:57,0,"Ayo sukseskan vaksinasi Covid-19, dengan tetap menjaga Prokes. #ayovaksìncovid19 #ayokitavaksin #vaksìnasicovid19 #vaksìncovid19 #vaksinserentak #vaksinbooster #bersatulawancovid19 #polrestabanan https://t.co/bY6CrVdBZt","[{'text': 'ayovaksìncovid19', 'indices': [63, 80]}, {'text': 'ayokitavaksin', 'indices': [81, 95]}, {'text': 'vaksìnasicovid19', 'indices': [96, 113]}, {'text': 'vaksìncovid19', 'indices': [114, 128]}, {'text': 'vaksinserentak', 'indices': [129, 144]}, {'text': 'vaksinbooster', 'indices': [145, 159]}, {'text': 'bersatulawancovid19', 'indices': [160, 180]}, {'text': 'polrestabanan', 'indices': [181, 195]}]"
PSeltim,Akurat terpercaya,,121,222,3599,2020-03-31 05:23:48,2022-03-27 00:15:37,0,Personil Polsek Kediri pengamanan vaksinasi Booster di Balai Banjar Malmundeh Kediri Tabanan. #vaksinbooster #vaksìnasicovid19 #vaksinserentak #vaksìncovid19 #bersatulawancovid19 #polrestabanan https://t.co/SC4tuO8Suz,"[{'text': 'vaksinbooster', 'indices': [94, 108]}, {'text': 'vaksìnasicovid19', 'indices': [109, 126]}, {'text': 'vaksinserentak', 'indices': [127, 142]}, {'text': 'vaksìncovid19', 'indices': [143, 157]}, {'text': 'bersatulawancovid19', 'indices': [158, 178]}, {'text': 'polrestabanan', 'indices': [179, 193]}]"
tabanan_polres,,,434,558,21057,2018-02-14 00:31:37,2022-03-27 00:12:01,2,Personil Polsek Kediri pengamanan vaksinasi Booster di Balai Banjar Malmundeh Kediri Tabanan. #vaksinbooster #vaksìnasicovid19 #vaksinserentak #vaksìncovid19 #bersatulawancovid19 #polrestabanan https://t.co/gACzbLPRvt,"[{'text': 'vaksinbooster', 'indices': [114, 128]}]"
tabanan_polres,,,434,558,21057,2018-02-14 00:31:37,2022-03-27 00:11:39,2,"Ayo sukseskan vaksinasi Covid-19, dengan tetap menjaga Prokes. #ayovaksìncovid19 #ayokitavaksin #vaksìnasicovid19 #vaksìncovid19 #vaksinserentak #vaksinbooster #bersatulawancovid19 #polrestabanan https://t.co/uQLUmLVUAC","[{'text': 'ayovaksìncovid19', 'indices': [83, 100]}, {'text': 'ayokitavaksin', 'indices': [101, 115]}, {'text': 'vaksìnasicovid19', 'indices': [116, 133]}]"
PSeltim,Akurat terpercaya,,121,222,3599,2020-03-31 05:23:48,2022-03-27 00:10:38,0,"Ayo sukseskan vaksinasi Covid-19, dengan tetap menjaga Prokes. #ayovaksìncovid19 #ayokitavaksin #vaksìnasicovid19 #vaksìncovid19 #vaksinserentak #vaksinbooster #bersatulawancovid19 #polrestabanan https://t.co/f5zTmPwcLg","[{'text': 'ayovaksìncovid19', 'indices': [63, 80]}, {'text': 'ayokitavaksin', 'indices': [81, 95]}, {'text': 'vaksìnasicovid19', 'indices': [96, 113]}, {'text': 'vaksìncovid19', 'indices': [114, 128]}, {'text': 'vaksinserentak', 'indices': [129, 144]}, {'text': 'vaksinbooster', 'indices': [145, 159]}, {'text': 'bersatulawancovid19', 'indices': [160, 180]}, {'text': 'polrestabanan', 'indices': [181, 195]}]"
tabanan_polres,,,434,558,21057,2018-02-14 00:31:37,2022-03-27 00:03:56,2,"Ayo sukseskan vaksinasi Covid-19, dengan tetap menjaga Prokes. #ayovaksìncovid19 #ayokitavaksin #vaksìnasicovid19 #vaksìncovid19 #vaksinserentak #vaksinbooster #bersatulawancovid19 #polrestabanan https://t.co/uQLUmLVUAC","[{'text': 'ayovaksìncovid19', 'indices': [63, 80]}, {'text': 'ayokitavaksin', 'indices': [81, 95]}, {'text': 'vaksìnasicovid19', 'indices': [96, 113]}, {'text': 'vaksìncovid19', 'indices': [114, 128]}, {'text': 'vaksinserentak', 'indices': [129, 144]}, {'text': 'vaksinbooster', 'indices': [145, 159]}, {'text': 'bersatulawancovid19', 'indices': [160, 180]}, {'text': 'polrestabanan', 'indices': [181, 195]}]"
tabanan_polres,,,434,558,21057,2018-02-14 00:31:37,2022-03-26 23:58:38,2,Personil Polsek Kediri pengamanan vaksinasi Booster di Balai Banjar Malmundeh Kediri Tabanan. #vaksinbooster #vaksìnasicovid19 #vaksinserentak #vaksìncovid19 #bersatulawancovid19 #polrestabanan https://t.co/gACzbLPRvt,"[{'text': 'vaksinbooster', 'indices': [94, 108]}, {'text': 'vaksìnasicovid19', 'indices': [109, 126]}, {'text': 'vaksinserentak', 'indices': [127, 142]}, {'text': 'vaksìncovid19', 'indices': [143, 157]}, {'text': 'bersatulawancovid19', 'indices': [158, 178]}, {'text': 'polrestabanan', 'indices': [179, 193]}]"
AmdOliv2,,,33,2,136,2021-08-18 03:12:51,2022-03-26 15:56:15,0,"Kegiatan vaksinasi di Masjid Meloak Aih Hilang, Kec. Putri Betung, Kab. Gayo Lues

#gayolues #aceh #vaksincovid19 https://t.co/8Z4IPUQX6W","[{'text': 'gayolues', 'indices': [83, 92]}, {'text': 'aceh', 'indices': [93, 98]}, {'text': 'vaksincovid19', 'indices': [99, 113]}]"
AmdOliv2,,,33,2,136,2021-08-18 03:12:51,2022-03-26 15:56:10,0,"Kegiatan vaksinasi di Masjid Meloak Aih Hilang, Kec. Putri Betung, Kab. Gayo Lues

#gayolues #aceh #vaksincovid19 https://t.co/MejF9hmNqA","[{'text': 'gayolues', 'indices': [83, 92]}, {'text': 'aceh', 'indices': [93, 98]}, {'text': 'vaksincovid19', 'indices': [99, 113]}]"
AmdOliv2,,,33,2,136,2021-08-18 03:12:51,2022-03-26 15:52:55,0,"Kegiatan vaksinasi di Kantor Desa Lhok, Kec. Kuala Pesisir, Kab. Nagan Raya

#naganraya #aceh #vaksincovid19 https://t.co/zh2VH08uEv","[{'text': 'naganraya', 'indices': [77, 87]}, {'text': 'aceh', 'indices': [88, 93]}, {'text': 'vaksincovid19', 'indices': [94, 108]}]"
AmdOliv2,,,33,2,136,2021-08-18 03:12:51,2022-03-26 15:52:49,0,"Kegiatan vaksinasi di Kantor Desa Lhok, Kec. Kuala Pesisir, Kab. Nagan Raya

#naganraya #aceh #vaksincovid19 https://t.co/ixODUlLpzk","[{'text': 'naganraya', 'indices': [77, 87]}, {'text': 'aceh', 'indices': [88, 93]}, {'text': 'vaksincovid19', 'indices': [94, 108]}]"
AmdOliv2,,,33,2,136,2021-08-18 03:12:51,2022-03-26 15:49:16,0,"Kegiatan vaksinasi di Pukesmas Meurah Dua, Kab. Pidie Jaya

#pidijaya #pijay #aceh #vaksincovid19 https://t.co/wT8QyEsErs","[{'text': 'pidijaya', 'indices': [60, 69]}, {'text': 'pijay', 'indices': [70, 76]}, {'text': 'aceh', 'indices': [77, 82]}, {'text': 'vaksincovid19', 'indices': [83, 97]}]"
AmdOliv2,,,33,2,136,2021-08-18 03:12:51,2022-03-26 15:49:10,0,"Kegiatan vaksinasi di Pukesmas Meurah Dua, Kab. Pidie Jaya

#pidijaya #pijay #aceh #vaksincovid19 https://t.co/UGw3PYsw3C","[{'text': 'pidijaya', 'indices': [60, 69]}, {'text': 'pijay', 'indices': [70, 76]}, {'text': 'aceh', 'indices': [77, 82]}, {'text': 'vaksincovid19', 'indices': [83, 97]}]"
ZielinskiZony,Just Beginning,"Banda Raya, Indonesia",39,62,909,2021-02-02 16:10:08,2022-03-26 14:58:34,0,"TEKAN PENAMBAHAN KASUS COVID-19 BINDA ACEH GELAR VAKSINASI MASSAL SERENTAK SABTU DAN MINGGU
#vaksin #aceh #acehvaksin #ayovaksin #vaksinaman #vaksinhalal #marivaksin #lawancovid #acehhebat #acehkuat https://t.co/1ZJ9hsMsWW","[{'text': 'vaksin', 'indices': [92, 99]}, {'text': 'aceh', 'indices': [100, 105]}, {'text': 'acehvaksin', 'indices': [106, 117]}, {'text': 'ayovaksin', 'indices': [118, 128]}, {'text': 'vaksinaman', 'indices': [129, 140]}, {'text': 'vaksinhalal', 'indices': [141, 153]}, {'text': 'marivaksin', 'indices': [154, 165]}, {'text': 'lawancovid', 'indices': [166, 177]}, {'text': 'acehhebat', 'indices': [178, 188]}, {'text': 'acehkuat', 'indices': [189, 198]}]"
goodniken,Mazmur 34:9 (๑˃̵ᴗ˂̵),Jakarta Capital Region,187,675,29285,2010-11-02 06:43:30,2022-03-26 14:55:47,0,"Abis #vaksin demam, badan pegal 😢","[{'text': 'vaksin', 'indices': [5, 12]}]"
ZielinskiZony,Just Beginning,"Banda Raya, Indonesia",39,62,909,2021-02-02 16:10:08,2022-03-26 14:55:09,0,"TEKAN PENAMBAHAN KASUS COVID-19 BINDA ACEH GELAR VAKSINASI MASSAL SERENTAK SABTU DAN MINGGU
#vaksin #aceh #acehvaksin #ayovaksin #vaksinaman #vaksinhalal #marivaksin #lawancovid #acehhebat #acehkuat https://t.co/s1mKlDkO2g","[{'text': 'vaksin', 'indices': [92, 99]}, {'text': 'aceh', 'indices': [100, 105]}, {'text': 'acehvaksin', 'indices': [106, 117]}, {'text': 'ayovaksin', 'indices': [118, 128]}, {'text': 'vaksinaman', 'indices': [129, 140]}, {'text': 'vaksinhalal', 'indices': [141, 153]}, {'text': 'marivaksin', 'indices': [154, 165]}, {'text': 'lawancovid', 'indices': [166, 177]}, {'text': 'acehhebat', 'indices': [178, 188]}, {'text': 'acehkuat', 'indices': [189, 198]}]"
KhilaalB,Hanya memastikan untuk mencintai kehidupan.,,394,169,141,2022-01-09 13:44:59,2022-03-26 14:38:53,0,"Kira-kira dua juta penerima vaksin Covid-19 akan kehilangan status imunisasi sepenuhnya jika mereka tidak menerima dos penggalak sebelum 1 April, menurut Kementerian Kesihatan.

#Malaysia #Covid19 #Vaksin https://t.co/GHosgawjZM","[{'text': 'Malaysia', 'indices': [178, 187]}, {'text': 'Covid19', 'indices': [188, 196]}, {'text': 'Vaksin', 'indices': [197, 204]}]"
keretapesawat,,,11,84,6390,2015-09-27 16:54:50,2022-03-26 14:12:36,0,"Aturan #Karantina PPLN Dilonggarkan, #Bandara #Soetta Siap Jika Kasus Covid-19 Naik - https://t.co/RZGM69aSzX
#BandaraInternasionalSoekarnoHatta #BandaraSoekarnoHatta #Corona #Indonesia #Internasional #Kesehatan #Mancanegara #Penumpang #RapidTest #SwabPCR #Vaksin #Virus https://t.co/BbhYjRflPC","[{'text': 'Karantina', 'indices': [7, 17]}, {'text': 'Bandara', 'indices': [37, 45]}, {'text': 'Soetta', 'indices': [46, 53]}, {'text': 'BandaraInternasionalSoekarnoHatta', 'indices': [110, 144]}, {'text': 'BandaraSoekarnoHatta', 'indices': [145, 166]}, {'text': 'Corona', 'indices': [167, 174]}, {'text': 'Indonesia', 'indices': [175, 185]}, {'text': 'Internasional', 'indices': [186, 200]}, {'text': 'Kesehatan', 'indices': [201, 211]}, {'text': 'Mancanegara', 'indices': [212, 224]}, {'text': 'Penumpang', 'indices': [225, 235]}, {'text': 'RapidTest', 'indices': [236, 246]}, {'text': 'SwabPCR', 'indices': [247, 255]}, {'text': 'Vaksin', 'indices': [256, 263]}, {'text': 'Virus', 'indices': [264, 270]}]"
Polsekkemlagi2,Salam Presisi,,16,20,1930,2020-10-04 11:28:50,2022-03-26 13:39:48,0,"Cegah Omicron, Pamor Keris Mojokota dengan Bagi Masker

#PamorKeris
#BagiMasker
#PolresMojokertoKota
#Prokes
#LawanCovid19
#Vaksin
#PolriPresisi
#Kodim0815Mojokerto
#Dinkes
#SatpolPPKotaMojokerto
#DishubKotaMojokerto https://t.co/TH99aK0Eh7","[{'text': 'PamorKeris', 'indices': [56, 67]}, {'text': 'BagiMasker', 'indices': [68, 79]}, {'text': 'PolresMojokertoKota', 'indices': [80, 100]}, {'text': 'Prokes', 'indices': [101, 108]}, {'text': 'LawanCovid19', 'indices': [109, 122]}, {'text': 'Vaksin', 'indices': [123, 130]}, {'text': 'PolriPresisi', 'indices': [131, 144]}, {'text': 'Kodim0815Mojokerto', 'indices': [145, 164]}, {'text': 'Dinkes', 'indices': [165, 172]}, {'text': 'SatpolPPKotaMojokerto', 'indices': [173, 195]}, {'text': 'DishubKotaMojokerto', 'indices': [196, 216]}]"
Polsekkemlagi2,Salam Presisi,,16,20,1930,2020-10-04 11:28:50,2022-03-26 13:33:15,0,"PENERANGAN KELILING HIMBAU PROKES

Sosialisasi Immendagri No. 18 Tahun 2022 terkait PPKM dan Prokes 5M oleh Polres Mojokerto Kota

#Penling
#Bhabinkamtibmas
#PamorKeris
#Swab
#PolresMojokertoKota
#Prokes
#LawanCovid19
#Vaksin
#PolriPresisi
#SatpolPPKotaMojokerto https://t.co/nYQDUaLKV8","[{'text': 'Penling', 'indices': [131, 139]}, {'text': 'Bhabinkamtibmas', 'indices': [140, 156]}, {'text': 'PamorKeris', 'indices': [157, 168]}, {'text': 'Swab', 'indices': [169, 174]}, {'text': 'PolresMojokertoKota', 'indices': [175, 195]}, {'text': 'Prokes', 'indices': [196, 203]}, {'text': 'LawanCovid19', 'indices': [204, 217]}, {'text': 'Vaksin', 'indices': [218, 225]}, {'text': 'PolriPresisi', 'indices': [226, 239]}, {'text': 'SatpolPPKotaMojokerto', 'indices': [240, 262]}]"
Yono43370361,Kami Selalu Ada Buat Masyarakat,"Jetis, Indonesia",72,56,6011,2020-04-12 01:25:40,2022-03-26 13:27:40,0,"PENERANGAN KELILING HIMBAU PROKES

Sosialisasi Immendagri No. 18 Tahun 2022 terkait PPKM dan Prokes 5M oleh Polres Mojokerto Kota

#Penling
#Bhabinkamtibmas
#PamorKeris
#Swab
#PolresMojokertoKota
#Prokes
#LawanCovid19
#Vaksin
#PolriPresisi
#SatpolPPKotaMojokerto https://t.co/wzGIbTKmws","[{'text': 'Penling', 'indices': [131, 139]}, {'text': 'Bhabinkamtibmas', 'indices': [140, 156]}, {'text': 'PamorKeris', 'indices': [157, 168]}, {'text': 'Swab', 'indices': [169, 174]}, {'text': 'PolresMojokertoKota', 'indices': [175, 195]}, {'text': 'Prokes', 'indices': [196, 203]}, {'text': 'LawanCovid19', 'indices': [204, 217]}, {'text': 'Vaksin', 'indices': [218, 225]}, {'text': 'PolriPresisi', 'indices': [226, 239]}, {'text': 'SatpolPPKotaMojokerto', 'indices': [240, 262]}]"
restamojokerto,tetap semangat,,24,122,4508,2020-03-29 03:10:32,2022-03-26 11:52:25,0,"PENERANGAN KELILING HIMBAU PROKES

Sosialisasi Immendagri No. 18 Tahun 2022 terkait PPKM dan Prokes 5M oleh Polres Mojokerto Kota

#Penling
#Bhabinkamtibmas
#PamorKeris
#Swab
#PolresMojokertoKota
#Prokes
#LawanCovid19
#Vaksin
#PolriPresisi
#SatpolPPKotaMojokerto https://t.co/JBoiV6hZ4q","[{'text': 'Penling', 'indices': [131, 139]}, {'text': 'Bhabinkamtibmas', 'indices': [140, 156]}, {'text': 'PamorKeris', 'indices': [157, 168]}, {'text': 'Swab', 'indices': [169, 174]}, {'text': 'PolresMojokertoKota', 'indices': [175, 195]}, {'text': 'Prokes', 'indices': [196, 203]}, {'text': 'LawanCovid19', 'indices': [204, 217]}, {'text': 'Vaksin', 'indices': [218, 225]}, {'text': 'PolriPresisi', 'indices': [226, 239]}, {'text': 'SatpolPPKotaMojokerto', 'indices': [240, 262]}]"
HendikTimoti,humas magersari,,251,538,4451,2020-09-30 12:12:04,2022-03-26 11:49:29,0,"PENERANGAN KELILING HIMBAU PROKES

Sosialisasi Immendagri No. 18 Tahun 2022 terkait PPKM dan Prokes 5M oleh Polres Mojokerto Kota

#Penling
#Bhabinkamtibmas
#PamorKeris
#Swab
#PolresMojokertoKota
#Prokes
#LawanCovid19
#Vaksin
#PolriPresisi
#SatpolPPKotaMojokerto https://t.co/r8opfXXrdU","[{'text': 'Penling', 'indices': [131, 139]}, {'text': 'Bhabinkamtibmas', 'indices': [140, 156]}, {'text': 'PamorKeris', 'indices': [157, 168]}, {'text': 'Swab', 'indices': [169, 174]}, {'text': 'PolresMojokertoKota', 'indices': [175, 195]}, {'text': 'Prokes', 'indices': [196, 203]}, {'text': 'LawanCovid19', 'indices': [204, 217]}, {'text': 'Vaksin', 'indices': [218, 225]}, {'text': 'PolriPresisi', 'indices': [226, 239]}, {'text': 'SatpolPPKotaMojokerto', 'indices': [240, 262]}]"
humaspralon,,,190,355,908,2021-10-06 08:34:38,2022-03-26 11:45:34,0,"Cegah Omicron, Pamor Keris Mojokota dengan Bagi Masker

#PamorKeris
#BagiMasker
#PolresMojokertoKota
#Prokes
#LawanCovid19
#Vaksin
#PolriPresisi
#Kodim0815Mojokerto
#Dinkes
#SatpolPPKotaMojokerto
#DishubKotaMojokerto https://t.co/TleAqUjTri","[{'text': 'PamorKeris', 'indices': [56, 67]}, {'text': 'BagiMasker', 'indices': [68, 79]}, {'text': 'PolresMojokertoKota', 'indices': [80, 100]}, {'text': 'Prokes', 'indices': [101, 108]}, {'text': 'LawanCovid19', 'indices': [109, 122]}, {'text': 'Vaksin', 'indices': [123, 130]}, {'text': 'PolriPresisi', 'indices': [131, 144]}, {'text': 'Kodim0815Mojokerto', 'indices': [145, 164]}, {'text': 'Dinkes', 'indices': [165, 172]}, {'text': 'SatpolPPKotaMojokerto', 'indices': [173, 195]}, {'text': 'DishubKotaMojokerto', 'indices': [196, 216]}]"
